   [paribhāṣā]	[pariBAzA]
   rāśi-%dvayam {btabular} 2430 \\ 1530 {etabular} jātau pūrva-vat	rASi-%dvayam {bta-bular} 2430 \\ 1530 {eta-bular} jAtO pUrva-vat-
   labdhi-guṇau 30/ 18/ atha vā bhājya-kṣepau %daśabhis @apavartya bhājyas	labDi-guNO 30/ 18/ aTa vA BAjya--kzepO %daSaBiH @apavartya BAjyas
   10/ kṣepas	10/ kzepaH-
   9/ paraspara-bhajanāt labdhāni phalāni kṣepam #śūnyam ca adhas adhas	9/ paraspara--BajanAt labDAni PalAni kzepam #SUnyam ca aDas aDas
   @niveśya jātā vallī {btabular} 0 \\ 6 \\ 3 \\ 9 \\ 0 {etabular} pūrva-vat	@niveSya jAtA vallI {bta-bular} 0 \\ 6 \\ 3 \\ 9 \\ 0 {eta-bular} pUrva-vat-
   labdhas guṇas 45/ atra labdhis na grāhyā/ yatas labdhayas viṣamās jātās/	labDaH guNaH 45/ atra labDiH na grAhyA/ yatas labDayaH vizamAH jAtAs/
   atas guṇe 45 sva-takṣaṇāt asmāt 63 viśodhite jātas guṇas sas eva 18/	atas guNe 45 sva-takzaNAt asmAt 63 viSoDite jAtaH guNaH saH eva 18/
   guṇa-ghna-bhājye kṣepa-90-yute hara-63-taṣṭe labdhis ca 30// atha vā	guNa--Gna--BAjye kzepa-90-yute hara-63-tazwe labDiH ca 30// aTa vA
   hāra-kṣepau	hAra-kzepO
   63/ 90/ %navabhis apavartitau jātau hāra-kṣepau 7/ 10/ atra	63/ 90/ %navaBiH apavartitO jAtO hAra--kzepO 7/ 10/ atra
   labdhi-kṣepāṇām vallī {btabular} 14 \\ 3 \\ 10 \\ 0 {etabular} labdhas	labDi-kzepANAm vallI {bta-bular} 14 \\ 3 \\ 10 \\ 0 {eta-bular} labDas
   guṇas 2/ kṣepa-hāra-apavartana-9-guṇitas jātas sas eva guṇas 18/	guNaH 2/ kzepa--hAra--apavartana--9-guNitaH jAtaH saH eva guNaH 18/
   bhājya-100-bhājaka-63-kṣepebhyas 90 labdhis ca 30// atha vā bhājya-kṣepau	BAjya--100-BAja-ka-63-kzepeByaH 90 labDiH ca 30// aTa vA BAjya--kzepO
   punar hāra-kṣepau ca apavartitau jātau bhājya-hārau 10/ 7/ kṣepas 1/ atra	punar hAra--kzepO ca apavartitO jAtO BAjya--hArO 10/ 7/ kzepaH 1/ atra
   pūrva-vat	pUrva-vat-
   jātā vallī {btabular} 1 \\ 2 \\ 1 \\ 0 {etabular} guṇas ca 2/	jAtA vallI {bta-bular} 1 \\ 2 \\ 1 \\ 0 {eta-bular} guNaH ca 2/
   hāra-kṣepa-apavartanena guṇitas jātas sas eva guṇas 18/ pūrva-vat labdhis	hAra--kzepa-apavartanena guNitaH jAtaH saH eva guNaH 18/ pUrva-vat labDis
   ca 30/ iṣṭa-āhata-sva-sva-hareṇa yukte iti-ādinā atha vā guṇa-labdhī 81/	ca 30/ izwa--Ahata--sva--sva-hareNa yukte iti--AdinA aTa vA guNa-labDI 81/
   130/ iti-ādi// kuṭṭaka-antare karaṇa-sūtram vṛtta-%ardham/	130/ iti-Adi// kuwwaka--antare karaNa-sUtram vRtta--%arDam/
   Lil_250/ yoga-je takṣaṇāt śuddhe guṇa-āptī @stas viyoga-je//	Lit-_250/ yoga-je takzaNAt SudDe guNa--AptI @staH viyoga-je//
   Lil_250p/ atra pūrva-udāharaṇe %navati-kṣepe yau labdhi-guṇau jātau 30/	Lit-_250p/ atra pUrva--udAharaNe %navati-kzepe yO labDi-guNO jAtO 30/
   18/ etau sva-takṣaṇābhyām ābhyām 100/ 63 śodhitau ye śeṣake tad-mitau	18/ etO sva-takzaNAByAm AByAm 100/ 63 SoDitO ye Sezake tad--mitO
   labdhi-ṅuṇau %navati-śodhite jñātavyau 70/ 45/ etayos api	labDi--FuNO %navati-SoDite jQAtavyO 70/ 45/ etayoH api
   iṣṭa-āhata-sva-sva-takṣaṇam kṣepas iti labdhi-guṇau 170/ 108/ atha vā 270/	izwa-Ahata--sva--sva--takzaNam kzepaH iti labDi-guNO 170/ 108/ aTa vA 270/
   171 iti-ādi// %dvitīya-udāharaṇam/	171 iti--Adi// %dvitIya--udAharaNam/
   Lil_251a/ yad-guṇā gaṇaka %ṣaṣṭis anvitā varjitā ca %daśabhis	Lit-_251a/ yat--guNAH gaNakaH %zazwiH anvitA varjitA ca %da-SaBiH-
   %ṣaṣ-uttarais/	%zaz-uttarEH-/
   Lil_251c/ @syāt %trayodaśa-hṛtā nis-agrakā tat guṇam @kathaya me pṛthak	Lit-_251c/ @syAt %trayodaSa--hRtA nis-agrakA tat guNam @kaTaya me pRTak-
   pṛthak//	pRTak//
   Lil_251p/ nyāsas/ bhājyas 60 hāras 13 kṣepas 16/ prāk-vat jātā vallī	Lit-_251p/ nyAsas/ BAjyaH 60 hAraH 13 kzepaH 16/ prAk---vat jAtA vallI
   {btabular} 4 \\ 1 \\ 1 \\ 1 \\ 1 \\ 16 \\ 0 {etabular} tathā jāte	{bta-bular} 4 \\ 1 \\ 1 \\ 1 \\ 1 \\ 16 \\ 0 {eta-bular} taTA jAte
   guṇa-āptī 2/ 8/ atra api labdhayas viṣamās/ atas guṇa-āptī	guNa--AptI 2/ 8/ atra api labDayaH viza-mAs/ atas guNa--AptI
   sva-takṣaṇābhyām 13/ 60 śodhite jāte 11/ 52/ evam %ṣoḍaśa-kṣepe etau eva	sva-takzaNAByAm 13/ 60 SoDite jAte 11/ 52/ evam %zoxaSa-kzepe etO eva
   labdhi-guṇau 52/ 11/ [āpaṭe: etās < etau] sva-sva-harābhyām śodhitau jātau	labDi-guNO 52/ 11/ [Apawe: etAH < etO] sva--sva-harAByAm SoDitO jAtO
   %ṣoḍaśa-viśuddhau	%zoxaSa--viSudDO
   2/ 8// kuṭṭaka-antare karaṇa-sūtram sa-%ardha-vṛttam/	2/ 8// kuwwaka--antare karaNa-sUtram sa-%arDa-vRttam/
   Lil_252a/ guṇa-labdhyos samam grāhyam dhī-matā takṣaṇe phalam/	Lit-_252a/ guNa-labDyoH samam grAhyam DI-matA takzaNe Palam/
   Lil_252c/ hara-taṣṭe dhana-kṣepe guṇa-labdhī tu pūrva-vat/	Lit-_252c/ hara-tazwe Dana-kzepe guNa-labDI tu pUrva-vat/
   Lil_252e/ kṣepa-takṣaṇa-lābha-āḍhyā labdhis śuddhau tu varjitā//	Lit-_252e/ kzepa--takzaNa--lABa-a-AXyA labDiH SudDO tu varjitA//
   Lil_252p/ udāharaṇam/	Lit-_252p/ udAharaNam/
   Lil_253a/ yena saṃguṇitās %pañca %trayoviṃśati-saṃyutās/	Lit-_253a/ yena saMguNitAH %paQca %trayoviMSati--saMyutAs/
   Lil_253c/ varjitās vā %tribhis bhaktās nis-agrās @syus sa kas guṇas//	Lit-_253c/ varjitAH vA %triBiH BaktAH nis-agrAH @syuH sa kaH guNa-s//
   Lil_253p/ nyāsas/ bhājyas 5/ hāras 3/ kṣepas 23/ atra vallī {btabular} 46	Lit-_253p/ nyAsas/ BAjyaH 5/ hAraH 3/ kzepaH 23/ atra vallI {bta-bular} 46
   \\ 23 {etabular} pūrva-vat jātam rāśi-%dvayam {btabular} 14 \\ 3 \\ 10 \\	\\ 23 {eta-bular} pUrva-vat jAtam rASi-%-dvayam {bta-bular} 14 \\ 3 \\ 10 \\
   0 {etabular} etau bhājya-hārābhyām taṣṭau/ atra adhas-rāśau 23 %tribhis	0 {eta-bular} etO BAjya---hArAByAm tazwO/ atra aDas-rASO 23 %triBiH-
   taṣṭe %sapta @labhyante/ ūrdhva-rāśau 46 %pañcabhis taṣṭe %nava	tazwe %sapta @laByante/ UrDva-rASO 46 %paQcaBiH tazwe %nava
   @labhyante/ tatra %nava na grāhyās/ guṇa-labdhyos samam grāhyam dhī-matā	@laByante/ tatra %nava na grAhyAs/ guNa-labDyoH samam grAhyam DI-matA
   takṣaṇe phalam iti/ atas %sapta eva grāhyās/ evam jāte guṇa-āptī 2/ 11/	takzaNe Palam iti/ atas %sapta eva grAhyAs/ evam jAte guNa--AptI 2/ 11/
   kṣepa-je takṣaṇāt śuddhe iti %trayoviṃśati-śuddhau jātā viparīta-śodhanāt	kzepa-je takzaNAt SudDe iti %trayoviMSati--SudDO jAtAH viparIta--SoDanAt-
   avaśiṣṭā labdhis 6/ [āpaṭe: -śuddhas < -śuddhau] śuddhau jāte 1/ 6/	avaSizwA labDiH 6/ [a-Apawe: -SudDaH < -SudDO] SudDO jAte 1/ 6/
   iṣṭa-āhata-sva-sva-hareṇa yukte iti vakṣyamāṇa-vidhinā dhana-ṛṇayos	izwa-Ahata--sva--sva--hareNa yukte iti vakzyamANa--viDinA Dana--RNayoH-
   antaram eva yogas iti bīja-uktyā ca/ iṣṭa-guṇita-sva-hāra-kṣepaṇena yathā	antaram eva yogaH iti bIja--uktyA ca/ izwa--guNita--sva--hAra-kzepaNena yaTA
   dhana-labdhis @syāt iti tathā kṛte jāte guṇa-āptī 7/ 4/ evam sarvatra//	Dana-labDiH @syAt iti taTA kRte jAte guNa--AptI 7/ 4/ evam sarvatra//
   atha vā hara-taṣṭe dhana-kṣepe iti/ nyāsas/ bhājyas 5/ hāras 3/ kṣepas 2/	aTa vA hara-tazwe Dana-kzepe iti/ nyAsas/ BAjyaH 5/ hAraH 3/ kzepaH 2/
   pūrva-vat jāte guṇa-āptī 2/ 4 ete sva-sva-hārābhyām śodhite viśuddhi-je	pUrva-vat jAte guNa--AptI 2/ 4 ete sva--sva--hArAByAm SoDite viSudDi-je
   jāte 1/ 1/ kṣepa-takṣaṇa-lābha-āḍhyā labdhis iti jātau kṣepa-jau	jAte 1/ 1/ kzepa--takzaNa--lABa-a-AXyAH labDiH iti jAtO kzepa-jO
   labdhi-guṇau 11/ 2/ śuddhau tu varjitā iti śuddhi-jau @bhavatas/ kintu	labDi-guNO 11/ 2/ SudDO tu varjitAH iti SudDi-jO @Bavatas/ kintu
   atra śuddhā na @bhavati tasmāt viparīta-śodhanena ṛṇa-labdhis 6/ guṇas 1/	atra SudDA na @Bavati tasmAt viparIta-SoDanena RNa-labDiH 6/ guNaH 1/
   dhana-labdhi-artham %dvi-guṇe sva-hāre kṣipte sati jāte 7/ 4//	Dana-labDi-arTam %dvi-guNe sva--hAre kzipte sati jAte 7/ 4//
   kuṭṭaka-antare karaṇa-sūtram vṛttam/	kuwwaka--antare karaNa-sUtram vRttam/
   Lil_254a/ kṣepa-abhāvas atha vā kṣepas śuddhas hara-uddhṛtas/	Lit-_254a/ kzepa-aBAvaH aTa vA kzepaH SudDaH hara-udDRta-s/
   Lil_254c/ jñeyas #śūnyam guṇas tatra kṣepas hāra-hṛtas phalam//	Lit-_254c/ jQeyaH #SUnyam guNaH tatra kzepaH hAra-hRtaH Palam//
   Lil_254p/ udāharaṇam/	Lit-_254p/ udAharaNam/
   Lil_255a/ yena %pañca-guṇitās #kha-saṃyutās %pañcaṣaṣṭi-sahitās ca te atha	Lit-_255a/ yena %paQca--guNitAH #Ka--saMyutAH %paQca-zazwi--sahitAH ca te aTa
   vā/	vA/
   Lil_255c/ @syus %trayodaśa-hṛtās nis-agrakās tam guṇam gaṇaka kīrtaya āśu	Lit-_255c/ @syuH %trayodaSa--hRtAH nis-agrakAH tam guNam gaNaka kIrtayaH ASu
   me//	me//
   Lil_255p/ nyāsas/ bhājyas 5/ hāras 13/ kṣepas 0/ jñeyas #śūnyam guṇas	Lit-_255p/ nyAsas/ BAjyaH 5/ hAraH 13/ kzepaH 0/ jQeyaH #SUnyam guNa-s
   tatra kṣepas hāra-hṛtas phalam iti/ kṣepa-abhāve guṇa-āptī 0/ 0 iṣṭa-āhatā	tatra kzepaH hAra-hRtaH Palam iti/ kzepa-aBAve guNa--AptI 0/ 0 izwa-A-AhatA
   iti/ atha vā 13/ 5/ vā 26/ 10// nyāsas/ bhājyas 5/ hāras 13/ kṣepas 65/	iti/ aTa vA 13/ 5/ vA 26/ 10// nyAsas/ BAjyaH 5/ hAraH 13/ kzepaH 65/
   kṣepas śuddhas hara-uddhṛtas/ jñeyas #śūnyam guṇas tatra kṣepas hāra-hṛtas	kzepaH SudDaH hara-udDRtas/ jQeyaH #SUnyam guNaH tatra kzepaH hAra-hRta-s
   phalam iti jāte guṇa-āptī 0/ 5/ vā 13/ 10/ atha vā 26/ 15/ iti-ādi//	Palam iti jAte guNa--AptI 0/ 5/ vA 13/ 10/ aTa vA 26/ 15/ iti--Adi//
   atha sarvatra kuṭṭake guṇa-labdhyos anekadhā-darśana-artham karaṇa-sūtram	aTa sarvatra kuwwake guNa-labDyoH anekaDA-darSana--arTam karaNa-sUtram
   vṛtta-%ardham/	vRtta--%arDam/
   Lil_256/ iṣṭa-āhata-sva-sva-hareṇa yukte te vā @bhavetām bahudhā	Lit-_256/ izwa--Ahata--sva--sva-hareNa yukte te vA @BavetAm bahuDA
   guṇa-āptī//	guNa--AptI//
   Lil_256p/ asya udāharaṇāni darśitāni pūrvam iti/ atha sthira-kuṭṭake	Lit-_256p/ asya udAharaNAni darSitAni pUrvam iti/ aTa sTira-kuwwake
   karaṇa-sūtram vṛttam/	karaNa-sUtram vRttam/
   Lil_257a/ kṣepe tu #rūpe yadi vā viśuddhe @syātām kramāt ye	Lit-_257a/ kzepe tu #rUpe yadi vA viSudDe @syAtAm kramAt ye
   guṇa-kāra-labdhī/	guNa--kAra--labDI/
   Lil_257c/ abhīpsita-kṣepa-viśuddhi-nighne sva-hāra-taṣṭe @bhavatas tayos	Lit-_257c/ aBIpsita--kzepa--viSudDi-niGne sva--hAra-tazwe @BavataH tayos
   te//	te//
   Lil_257p/ %prathama-udāharaṇe dṛḍha-bhājya-hārayos #rūpa-kṣepayos nyāsas/	Lit-_257p/ %praTama--udAharaNe dRXa--BAjya--hArayoH #rUpa-kzepayoH nyAsas/
   bhājyas 17 hāras 15 kṣepas 1/ atra guṇa-āptī 7/ 8 ete tu iṣṭa-kṣepeṇa	BAjyaH 17 hAraH 15 kzepaH 1/ atra guNa--AptI 7/ 8 ete tu izwa-kzepeNa
   %pañcakena guṇite sva-hāra-taṣṭe ca jāte 5/ 6// atha #rūpa-śuddhau	%paQcakena guNite sva--hAra-tazwe ca jAte 5/ 6// aTa #rUpa--SudDO
   guṇa-āptī 7/ 8 takṣaṇāt śuddhau jātau labdhi-gunau 9/ 8/ ete %pañca-guṇe	guNa--AptI 7/ 8 takzaNAt SudDO jAtO labDi-gunO 9/ 8/ ete %paQca--guNe
   sva-hāra-taṣṭe ca jāte 10/ 11 evam sarvatra// asya graha-gaṇite upayogas	sva--hAra-tazwe ca jAte 10/ 11 evam sarvatra// asya graha--gaNite upayoga-s
   tad-artham kim cit @ucyate/	tad--arTam kim cit @ucyate/
   Lil_258a/ kalpyā atha śuddhis vikalā-avaśeṣas %ṣaṣṭis ca bhājyas ku-dināni	Lit-_258a/ kalpyA aTa SudDiH vikalA-avaSezaH %zazwiH ca BAjyaH ku-dinAni
   hāras/	hAras/
   Lil_258c/ tad-jam phalam @syus vikalā guṇas tu liptā-agram asmāt ca kalā	Lit-_258c/ tad--jam Palam @syuH vikalA guNaH tu liptA-agram asmAt ca kalA
   lava-agram/	lava-agram/
   Lil_258e/ evam tad-ūrdhvam ca tathā adhimāsa-avama-agrakābhyām divasās	Lit-_258e/ evam tad--UrDvam ca taTA aDimAsa--avam-a-agrakAByAm divasa-aH-
   ravi-indvos//	ravi--indvos//
   Lil_258p/ grahasya vikalā-avaśeṣāt graha-ahargaṇayos ānayanam tat yathā/	Lit-_258p/ grahasya vikalA-avaSezAt graha--ahar-gaNayoH Anayanam tat yaTA/
   tatra %ṣaṣṭis bhājyas/ ku-dināni hāras vikalā-avaśeṣam śuddhis iti	tatra %zazwiH BAjyas/ ku-dinAni hAraH vikala-a-avaSezam SudDiH iti
   @prakalpya sādhye guṇa-āptī/ tatra labdhis vikalās @syus/ guṇas tu	@prakalpya sADye guNa--AptI/ tatra labDiH vikalAH @syus/ guNaH tu
   kalā-avaśeṣam// evam kalā-avaśeṣam śuddhis tatra %ṣaṣṭis bhājyas ku-dināni	kalA-avaSezam// evam kalA--ava-Sezam SudDiH tatra %zazwiH BAjyaH ku-dinAni
   hāras labdhis kalā guṇas bhāga-śeṣam// bhāga-śeṣam śuddhis/ %triṃśat	hAraH labDiH kalA guNaH BAga-Sezam// BAga--Sezam SudDis/ %triMSat-
   bhājyas	BAjyas
   ku-dināni hāras phalam bhāgās/ [āpaṭe: bhāgā < bhāgās] guṇas rāśi-śeṣam//	ku-dinAni hAraH Palam BAgAs/ [Apawe: BAgAH < BAgAs] guNaH rASi-Sezam//
   evam rāśi-śeṣam śuddhis %dvādaśa bhājyas ku-dināni hāras phalam	evam rASi--Sezam SudDiH %dvAdaSa BAjyaH ku-dinAni hAraH Palam
   gata-rāśayas guṇas bha-gaṇa-śeṣam// kalpa-bha-gaṇas bhājyas ku-dināni	gata--rASayaH guNaH Ba-gaNa-Sezam// kalpa-Ba-gaNaH BAjyaH ku-dinAni
   hāras bha-gaṇa-śeṣam śuddhis phalam gata-bha-gaṇas guṇas ahar-gaṇas @syāt	hAraH Ba-gaNa--Sezam SudDiH Palam gata-Ba-gaNaH guNaH ahar--gaNaH @syAt-
   iti// asya udāharaṇāni %tri-praśna-adhyāye// evam kalpa-adhimāsās bhājyas	iti// asya udAharaNAni %tri-praSna--a-DyAye// evam kalpa--aDimAsAH BAjyas
   ravi-dināni hāras adhimāsa-śeṣam śuddhis/ phalam gata-adhimāsās guṇas	ravi-dinAni hAraH aDimAsa--Sezam SudDis/ Palam gata--aDimAsAH guNa-s
   gata-ravi-divasās// evam kalpa-avamāni bhājyas candra-divasās hāras/	gata--ravi-divasAs// evam kalpa-avamAni BAjyaH candra-divasAH hAras/
   avama-śeṣam śuddhis/ phalam gata-avamāni guṇas gata-cāndra-divasās iti//	avama--Sezam SudDis/ Palam gata--avamAni guNaH gata--cAndra-divasAH iti//
   saṃśliṣṭa-kuṭṭake karaṇa-sūtram vṛttam/	saMSlizwa--kuwwake karaNa-sUtram vRttam/
   Lil_259a/ %ekas haras ced guṇakau vibhinnau tadā guṇa-aikyam @parikalpya	Lit-_259a/ %ekaH haraH ced guNakO viBinnO tadA guNa--Ekyam @parikalpya
   bhājyam/	BAjyam/
   Lil_259c/ agra-aikyam agram kṛtas ukta-vat yas saṃśliṣṭa-saṃjñas	Lit-_259c/ agra-A-Ekyam agram kRtaH ukta-vat yaH saMSlizwa--saMjQas
   sphuṭa-kuṭṭakas asau//	sPuwa-kuwwakaH asO//
   Lil_259p/ udāharaṇam/	Lit-_259p/ udAharaNam/
   Lil_260a/ kas %pañca-nighnas vihṛtas %triṣaṣṭyā %sapta avaśeṣas atha sas	Lit-_260a/ kaH %paQca--niGnaH vihRtaH %trizazwyA %sapta avaSezaH aTa sas
   eva rāśis/	eva rASi-s/
   Lil_260c/ %daśa-āhatas @syāt vihṛtas %triṣaṣṭyā %caturdaśa agras @vada	Lit-_260c/ %da-Sa-a-AhataH @syAt vihRtaH %trizazwyA %caturdaSa agraH @vada
   rāśim enam//	rASim enam//
   Lil_260p1/ atra guṇa-aikyam bhājyas/ agra-aikyam śuddhis iti/ nyāsas/	Lit-_260p1/ atra guNa--Ekyam BAjyas/ agra-a-Ekyam SudDiH iti/ nyAsa-s/
   bhājyas 15 hāras 63 śudhis 21/ pūrva-vat jātas śuddhas guṇas 14// iti	BAjyaH 15 hAraH 63 SuDiH 21/ pUrva-vat jAtaH SudDaH guNaH 14// iti
   līlāvatyām kuṭṭaka-adhyāyas//	lIlAvatyAm kuwwaka--a-DyAyas//
   [aṅka-pāśa]	[aFka-pASa]
   Lil_260p2/ atha aṅka-pāśas/ atha gaṇita-pāśe nirdiṣṭa-aṅkais saṃkhyāyās	Lit-_260p2/ aTa aFka-pASas/ aTa gaNita-pASe nirdizwa--aFkEH saMKyAyAH-H-
   vibhede karaṇa-sūtram vṛttam/	viBede karaNa-sUtram vRttam/
   Lil_261a/ sthāna-antam %eka-ādi-caya-aṅka-ghātas saṃkhyā-vibhedās niyatais	Lit-_261a/ sTAna-antam %eka-Adi--caya--aFka-GAtaH saMKyA--viBedAH niyatEH-
   @syus aṅkais/	@syuH aFkEs/
   Lil_261c/ bhaktas aṅka-mityā aṅka-samāsa-nighnas sthāneṣu yuktas	Lit-_261c/ BaktaH aFka-mityAH aFka--samAsa--niGnaH sTAnezu yukta-s
   miti-saṃyutis @syāt//	miti--saMyutiH @syAt//
   Lil_261p/ atra uddeśakas/	Lit-_261p/ atra uddeSakas/
   Lil_262a/ %dvika-%aṣṭakābhyām %tri-%nava-%aṣṭakais vā nirantaram	Lit-_262a/ %dvika-%azwakAByAm %tri--%nava--%azwakEH vA nirantaram
   %dvi-ādi-%nava-avasānais/	%dvi-a-Adi--%nava--avasA-nEH-/
   Lil_262c/ saṃkhyā-vibhedās kati @saṃbhavanti tad-saṃkhyaka-aikyāni pṛthak	Lit-_262c/ saMKyA--viBedAH kati @saMBavanti tad--saMKya-ka-EkyAni pRTak-
   @vada āśu//	@vadaH ASu//
   Lil_262p/ nyāsas/ 2/ 8/ atra sthāne 2 sthāna-antam %eka-ādi-caya-aṅkayos	Lit-_262p/ nyAsas/ 2/ 8/ atra sTAne 2 sTAna-antam %eka-Adi--caya--aFkayoH-
   1/ 2 ghātas 2 evam jātau saṃkhyā-bhedau 2/ atha sas eva ghātas	1/ 2 GAtaH 2 evam jAtO saMKyA-BedO 2/ aTa saH eva GAta-s
   aṅka-samāsa-10-nighnas 20 aṅka-mityā anayā 2 bhaktas 10 sthāna-%dvaye	aFka--samAsa--10-niGnaH 20 aFka-mityA anayA 2 BaktaH 10 sTAna-%-dvaye
   yuktas jātam saṃkhyā-aikyam 110// %dvitīya-udāharaṇe nyāsas/ 3/ 9/ 8/ atra	yuktaH jAtam saMKyA--Ekyam 110// %dvitIya--udAharaNe nyAsas/ 3/ 9/ 8/ atra
   %eka-ādi-caya-aṅkānām 1/ 2/ 3 ghātas 6 etāvantas saṃkhyā-bhedās/ atha sas	%eka-Adi--caya--aFkAnAm 1/ 2/ 3 GAtaH 6 etAvantaH saMKyA-BedAs/ aTa sa-s
   eva ghātas 6/ aṅka-samāsa-20-āhatas 120 aṅka-mityā 3 bhaktas 40/	eva GAtaH 6/ aFka--samAsa--20-AhataH 120 aFka-mityA 3 BaktaH 40/
   sthāna-%traye yuktas jātam saṃkhyā-aikyam 4440// %tṛtīya-udāharaṇe nyāsas/	sTAna--%-traye yuktaH jAtam saMKyA--Ekyam 4440// %tRtIya--udAharaNe nyAsas/
   2/ 3/ 4/ 5/ 6/ 7/ 8/ 9/ evam atra saṃkhyā-bhedās %catvāriṃśat %sahasrāṇi	2/ 3/ 4/ 5/ 6/ 7/ 8/ 9/ evam atra saMKyA-BedAH %catvAriMSat %sahasrANi
   %śata-%trayam %viṃśatis ca 40320/ samkhyā-aikyam ca	%Sata-%-trayam %viMSatiH ca 40320/ samKyA--Ekyam ca
   %caturviṃśati-%nikharvāṇi %triṣaṣṭi-%padmāni n%avanavati-%koṭayas	%caturviMSati--%niKarvANi %trizazwi-%padmAni n%avanavati--%kowaya-s
   %navanavati-%lakṣāṇi	%navanavati--%lakzANi
   %pañcasaptati-%sahasrāṇi %śata-%trayam %ṣaṣṭis ca 2463999975360//	%paQcasaptati-%-sahasrANi %Sata-%-trayam %zazwiH ca 2463999975360//
   udāharaṇam/	udAharaNam/
   Lil_263a/ pāśa-aṅkuśa-ahi-ḍamarūka-kapāla-śūlais	Lit-_263a/ pASa--aFkuSa-a-hi-xam-arUka--kapAla--SUlEH-
   khaṭvā-aṅga-śakti-śara-cāpa-yutais @bhavanti/	KawvA-aFga--Sakti-Sara--cApa--yutEH @Bavanti/
   Lil_263c/ anyonya-hasta-kalitais kati mūrti-bhedās śaṃbhos hares iva	Lit-_263c/ anyonya--hasta--kalitEH kati mUrti-BedAH SaMBoH hareH iva
   gadā-ari-saras-ja-śaṅkhais//	gadA--ari--saras--ja--SaFKa-es//
   Lil_263p/ nyāsas/ sthānāni 10/ jātās mūrti-bhedās 3628800/ evam hares ca	Lit-_263p/ nyAsas/ sTAnAni 10/ jAtAH mUrti-BedAH 3628800/ evam hareH ca
   24// viśeṣa-karaṇa-sūtram vṛttam/	24// viSeza-karaNa-sUtram vRttam/
   Lil_264a/ yāvat-sthāneṣu tulya-aṅkās tad-bhedais tu pṛthak kṛtais/	Lit-_264a/ yAvat--sTAnezu tulya--aFkAH tad--BedEH tu pRTak kRtEH-/
   Lil_264c/ prāk-bhedās vihṛtās bhedās tad-saṃkhyā-aikyam ca pūrva-vat//	Lit-_264c/ prAk-BedAH vihRtAH BedAH tad--saMKyA--Ekyam ca pUrva-vat//
   Lil_264p/ atra uddeśakas/	Lit-_264p/ atra uddeSakas/
   Lil_265a/ %dvi-%dvi-%eka-#bhū-parimitais kati saṃkhyakās @syus tāsām yutis	Lit-_265a/ %dvi-%dvi-%eka--#BU--parimitEH kati saMKyakAH @syuH tAsAm yutis
   ca gaṇaka āśu mama @pracakṣva/	ca gaNakaH ASu mama @pracakzva/
   Lil_265c/ #ambhodhi-#kumbhi-#śara-#bhūta-#śarais tathā aṅkais ced	Lit-_265c/ #amBoDi--#kumBi--#Sara-#BUta--#SarEH taTA aFkEH ced-
   aṅka-pāśam iti yukti-viśāradas @asi//	aFka-pASam iti yukti-viSAradaH @asi//
   Lil_265p/ nyāsas/ 2/ 2/ 1/ 1/ atra prāk-vat bhedās 24/ yāvat-sthāneṣu	Lit-_265p/ nyAsas/ 2/ 2/ 1/ 1/ atra prAk---vat BedAH 24/ yAvat--sTAnezu
   tulya-aṅkās iti atra %prathamam tāvat sthāna-%dvaye tulyau/ prāk-vat	tulya--aFkAH iti atra %praTamam tAvat sTAna-%-dvaye tulyO/ prAk-vat-
   sthāna-%dvayāt jātau bhedau 2/ punar atra api sthāna-%dvaye tulyau/ tatra	sTAna--%-dvayAt jAtO BedO 2/ punar atra api sTAna-%-dvaye tulyO/ tatra
   api evam bhedau 2/ bhedābhyām prāk-bhedās 24 bhaktās jātās bhedās 6/ tat	api evam BedO 2/ BedAByAm prAk-BedAH 24 BaktAH jAtAH BedAH 6/ tat-
   yathā 2211/ 2121/ 2112/ 1212/ 1221/ 1122/ pūrva-vat saṃkhyā-aikyam ca	yaTA 2211/ 2121/ 2112/ 1212/ 1221/ 1122/ pUrva-vat saMKyA--Ekyam ca
   9999// %dvitīya-udāharaṇe nyāsas/ 4/ 8/ 5/ 5/ 5/ atra api pūrva-vat bhedās	9999// %dvitIya--udAharaNe nyAsas/ 4/ 8/ 5/ 5/ 5/ atra api pUrva-vat BedAH-
   120/ sthāna-%traya-uttha-bhedais 6 bhaktās jātās 20/ tat yathā 48555/	120/ sTAna-%-traya-utTa--BedEH 6 BaktAH jAtAH 20/ tat yaTA 48555/
   85455/ 85545/ 85554/ 54585/ 58545/ 55458/ 55854/ 54558/ 58554/ evam	85455/ 85545/ 85554/ 54585/ 58545/ 55458/ 55854/ 54558/ 58554/ evam
   viṃśatis/ atha saṃkhyā-aikyam ca 1199988// aniyata-aṅkais atulyais ca	viMSatis/ aTa saMKyA--Ekyam ca 1199988// aniyata--aFkEH atulyEH ca
   vibhede karaṇa-sūtram vṛtta-%ardham/	viBede karaNa-sUtram vRtta--%arDam/
   Lil_266/ sthāna-antam %eka-apacita-antima-aṅka-ghātas asama-aṅkais ca	Lit-_266/ sTAna-antam %eka--apacita--antim-a-aFka-GAtaH asama-aFkEH ca
   miti-prabhedās// [āpaṭe: -antimaṅka- < -antima-aṅka-]	miti--praBeda-As// [Apawe: -antim-aFka < -antim-a-aFka-]
   Lil_266p/ udāharaṇam/	Lit-_266p/ udAharaNam/
